station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0E790,2020/4/14 05:00,344,111,0.5,14,0.78,976.9,,0,-99,-99,-99,14,,13.4,
C0F9Y0,2020/4/14 05:00,3313,248,3.8,3.7,0.04,683.8,,0,10.3,246,,4.6,,0.8,
C0S930,2020/4/14 05:00,248,246,0.9,14.7,0.86,991.7,,0,-99,-99,-99,15.2,,14.5,
C0M770,2020/4/14 05:00,164,0,0,14.7,0.78,997.5,,0,-99,-99,-99,17,,14.6,
C0R470,2020/4/14 05:00,103,32,0.9,16.2,0.78,1006.2,,0,-99,-99,-99,18,,16.2,
C0W120,2020/4/14 05:00,58,-99,-99,19.6,0.56,1010.6,,0,-99,-99,-99,20.1,,19.4,
C0V350,2020/4/14 05:00,36,258,0.6,13.7,0.89,1014.7,,0,-99,-99,-99,14.8,,13.5,
CM0160,2020/4/14 05:00,159,128,0.7,13.8,0.69,1000.4,,0,-99,-99,-99,14.6,,13,
C0V500,2020/4/14 05:00,6,62,1,19.4,0.59,1015,,0,-99,-99,-99,20.1,,19.2,
C0SA30,2020/4/14 05:00,92,332,1.5,17.9,0.59,1009.5,,0,-99,-99,-99,18.3,,17.3,
C0U710,2020/4/14 05:00,1942,241,0.6,3.1,0.72,808,,0,-99,-99,-99,4.5,,2.5,
C0Z100,2020/4/14 05:00,36,250,0.4,13.4,0.98,1017.6,,0,-99,-99,-99,14.6,,12.9,
C0Z170,2020/4/14 05:00,199,291,0.3,15.8,0.77,998.8,,0,-99,-99,-99,18,,15.7,
C0K430,2020/4/14 05:00,30,36,1.3,15.6,0.69,1014.5,,0,-99,-99,-99,15.9,,13.3,
C0S960,2020/4/14 05:00,32,284,2.1,17.7,0.66,1015.6,,0,-99,-99,-99,18.9,,16.9,
C0T9M0,2020/4/14 05:00,92,312,2.3,16.5,0.65,1010.7,,0,-99,-99,-99,17.1,,16.5,
C0AI00,2020/4/14 05:00,188,58,0.7,12.9,0.78,997.8,,0,-99,-99,-99,13,,12.1,
C0AC40,2020/4/14 05:00,1079,224,2.3,6.9,-99,895,,0,-99,-99,-99,7.1,,6.6,
C0F9M0,2020/4/14 05:00,230,44,0.4,14.8,0.64,990.4,,0,-99,-99,-99,15.3,,14.4,
C0A930,2020/4/14 05:00,216,0,0.2,13.7,0.71,992.2,,0,-99,-99,-99,14.4,,12.7,
C0A640,2020/4/14 05:00,241,0,0.1,11.3,0.78,993.3,,0,-99,-99,-99,11.3,,9.9,
C0I420,2020/4/14 05:00,305,357,0.4,11.9,0.9,982.5,,0,-99,-99,-99,12.9,,11.9,
C0R170,2020/4/14 05:00,26,8,0.6,16.4,0.73,1014.8,,0,-99,-99,-99,18,,16.1,
C0M530,2020/4/14 05:00,1385,92,0.3,7.2,0.89,869.7,,0,-99,-99,-99,8.5,,7.2,
C0H960,2020/4/14 05:00,120,188,2.3,15.7,0.67,1001.6,,0,-99,-99,-99,16,,13.7,
C0V620,2020/4/14 05:00,18,90,0.7,16.5,0.82,1015.2,,0,-99,-99,-99,17,,16.2,
C0X280,2020/4/14 05:00,22,0,0,15.7,0.74,1014.6,,0,-99,-99,-99,16.7,,15.7,
C0AH40,2020/4/14 05:00,426,330,1.1,14.2,0.68,966.9,,0,-99,-99,-99,14.2,,13.3,
C0T9A0,2020/4/14 05:00,498,0,0,11.4,0.79,962.8,,0,-99,-99,-99,12.6,,10.8,
C0R730,2020/4/14 05:00,163,69,4.6,17.9,0.66,998.9,,0,9.8,74,,18.6,,17.7,
C0K390,2020/4/14 05:00,31,73,0.8,15.1,0.74,1013.4,,0,-99,-99,-99,15.8,,13.9,
C0I540,2020/4/14 05:00,3344,-99,-99,1.4,0.08,680.4,,-99,-99,-99,-99,3.5,,-0.6,
C0G890,2020/4/14 05:00,24,99,2.2,16.8,0.68,1013.8,,0,-99,-99,-99,17.1,,16.4,
C0G720,2020/4/14 05:00,50,0,0.2,14.8,0.75,1010.9,,0,-99,-99,-99,15.8,,14.3,
C0UA40,2020/4/14 05:00,1121,7,1.6,7.7,0.9,893.1,,0,-99,-99,-99,8.1,,5.9,
C0V400,2020/4/14 05:00,56,105,1.9,15.6,0.78,1010.5,,0,-99,-99,-99,17.2,,15.3,
C0X130,2020/4/14 05:00,27,125,1.7,15.8,0.78,1013.5,,0,-99,-99,-99,16.3,,15.4,
C0A520,2020/4/14 05:00,48,50,2.8,14.9,0.59,1013.3,,0,-99,-99,-99,15.3,,14.9,
C0U870,2020/4/14 05:00,474,269,0.5,12.4,0.63,965.8,,0,-99,-99,-99,13,,11.2,
C0S690,2020/4/14 05:00,522,26,0.6,14.6,0.72,959.6,,0,-99,-99,-99,15,,13.9,
C0R150,2020/4/14 05:00,105,104,2,17.4,0.6,1004.1,,0,-99,-99,-99,18.6,,16.8,
C0K560,2020/4/14 05:00,117,139,0.8,13.2,0.83,1004.2,,0,-99,-99,-99,16,,13.2,
C0X100,2020/4/14 05:00,10,117,1.6,18.6,0.48,1014.1,,0,-99,-99,-99,19.2,,18.5,
C0K460,2020/4/14 05:00,60,0,0,15.4,0.77,1009.1,,0,-99,-99,-99,16.7,,14.7,
C0M740,2020/4/14 05:00,15,83,0.6,14.4,0.83,1014.6,,0,-99,-99,-99,15.8,,14.2,
C0SA10,2020/4/14 05:00,411,0,0.2,13.8,0.79,972.1,,0,-99,-99,-99,14.3,,13.5,
C0C660,2020/4/14 05:00,176,64,1.8,15.5,0.55,997.3,,0,-99,-99,-99,15.5,,13.9,
C0R620,2020/4/14 05:00,34,69,3.1,21.2,0.62,1014.7,,0,9.5,80,,21.5,,21.2,
C0R780,2020/4/14 05:00,72,15,4.3,19.9,0.66,1011.1,,0,-99,-99,-99,21.2,,19.9,
C0R700,2020/4/14 05:00,19,68,5.3,20.3,0.51,1015.2,,0,14.6,96,,20.5,,20.1,
C0F0B0,2020/4/14 05:00,311,0,0.1,13.3,0.81,981.3,,0,-99,-99,-99,13.4,,12.3,
C0O970,2020/4/14 05:00,71,99,2.3,14.4,0.82,1009.1,,0,-99,-99,-99,14.9,,13.4,
C0F9P0,2020/4/14 05:00,26,55,1.8,15.2,0.75,1014.5,,0,-99,-99,-99,16.5,,14.9,
C0R560,2020/4/14 05:00,22,328,0.7,16.3,0.76,1015.5,,0,-99,-99,-99,18.7,,16.3,
C0X220,2020/4/14 05:00,26,114,1.1,15.6,0.72,1013.9,,0,-99,-99,-99,16.7,,15.6,
C0M680,2020/4/14 05:00,37,47,0.8,13.9,0.9,1014.4,,0,-99,-99,-99,15.7,,13.8,
C0S710,2020/4/14 05:00,382,3,2.5,14.2,0.78,976.6,,0,-99,-99,-99,15.1,,14.2,
C0F9T0,2020/4/14 05:00,111,303,0.5,15.7,0.72,1003.2,,0,-99,-99,-99,17,,15.7,
C0F9N0,2020/4/14 05:00,75,0,0.1,16.6,0.68,1008,,0,-99,-99,-99,17.4,,16.1,
C0G740,2020/4/14 05:00,24,107,0.6,15.1,0.75,1014.4,,0,-99,-99,-99,15.7,,15,
C0UA70,2020/4/14 05:00,547,88,4.7,12.4,0.77,956.8,,0,-99,-99,-99,12.4,,11.5,
C0AC60,2020/4/14 05:00,55,84,3.1,15.5,0.46,1011.7,,0,-99,-99,-99,15.6,,12.5,
C0R510,2020/4/14 05:00,31,22,1,17.7,0.69,1013.1,,0,-99,-99,-99,18.7,,17.6,
C0X060,2020/4/14 05:00,19,138,1.1,14.4,0.83,1016.5,,0,-99,-99,-99,15.2,,14,
C0E550,2020/4/14 05:00,84,298,0.5,10.9,0.95,1008.3,,0,-99,-99,-99,12,,10.9,
C0AI20,2020/4/14 05:00,25,122,4.2,16.4,0.53,1015.9,,0,-99,-99,-99,16.5,,15.9,
C0E740,2020/4/14 05:00,27,0,0.2,11.2,-99,1008.3,,0,-99,-99,-99,11.7,,11.1,
C0R650,2020/4/14 05:00,29,0,0,16,0.96,1015.4,,0,-99,-99,-99,18.3,,16,
C0S750,2020/4/14 05:00,2280,263,0.6,4.3,0.44,772.8,,0,-99,-99,-99,5.7,,4.2,
C0I370,2020/4/14 05:00,671,0,0,10,0.87,941.8,,0,-99,-99,-99,10.9,,9.8,
C0K400,2020/4/14 05:00,65,82,0.8,14.1,0.9,1010.1,,0,-99,-99,-99,16,,14.1,
C0A650,2020/4/14 05:00,287,0,0,7.8,0.99,986,,0,-99,-99,-99,7.8,,7,
C0U750,2020/4/14 05:00,398,232,3,13.8,0.69,972.4,,0,-99,-99,-99,13.9,,13.1,
C0M730,2020/4/14 05:00,40,0,0,15.6,0.76,1011.8,,0,-99,-99,-99,16.7,,15.6,
C0Z061,2020/4/14 05:00,174,129,0.8,15,0.89,1003.3,,0,-99,-99,-99,16.2,,14.3,
C0M670,2020/4/14 05:00,43,117,0.7,15,0.77,1011.6,,0,-99,-99,-99,16.1,,14.5,
C0I530,2020/4/14 05:00,3014,230,5.5,3.2,0.06,-99,,-99,11.9,249,,5.2,,0.9,
C0A880,2020/4/14 05:00,6,242,0.6,11.3,0.87,1017.6,,0,-99,-99,-99,11.6,,11,
C0S950,2020/4/14 05:00,415,227,2.3,13.9,0.8,971.1,,0,-99,-99,-99,15,,13.8,
C0X190,2020/4/14 05:00,10,139,0.8,18.4,0.63,1015.8,,0,-99,-99,-99,19.2,,18.2,
C0A560,2020/4/14 05:00,405,228,0.6,7.2,1,973.4,,0,-99,-99,-99,8.1,,7.1,
C0C630,2020/4/14 06:00,209,31,1.8,12.3,0.64,993.9,,0,-99,-99,-99,13.2,,11.8,
C0D550,2020/4/14 06:00,1956,0,0,4.3,0.68,811.1,,0,-99,-99,-99,6,,4.3,
C0T9E0,2020/4/14 06:00,415,0,0.2,11.9,0.76,973.5,,0,-99,-99,-99,13.4,,11.7,
C0U960,2020/4/14 06:00,1885,8,1.1,1.2,0.75,815,,0,-99,-99,-99,4,,0.6,
C0AI30,2020/4/14 06:00,26,44,2.3,16.1,0.62,1017.1,,0,-99,-99,-99,16.2,,15.3,
C0R240,2020/4/14 06:00,87,0,0.1,14.7,0.84,1007,,0,-99,-99,-99,17.2,,13.9,
C0AD30,2020/4/14 06:00,20,97,1.4,16.5,0.54,1014.5,,0,-99,-99,-99,16.5,,15.9,
C0D430,2020/4/14 06:00,87,0,0,10.3,0.96,1006.4,,0,-99,-99,-99,11.7,,10.3,
C0X210,2020/4/14 06:00,38,122,1.7,14.4,0.83,1011.3,,0,-99,-99,-99,15.9,,13.9,
C0R680,2020/4/14 06:00,13,45,3,20.7,0.66,1016.9,,0,9.4,59,,22.1,,20.6,
C0R820,2020/4/14 06:00,588,99,1.1,13.9,0.72,951.8,,0,-99,-99,-99,14,,12.8,
C0AH10,2020/4/14 06:00,30,147,1.7,15.9,0.6,1015.4,,0,-99,-99,-99,16.1,,14.6,
C0E880,2020/4/14 06:00,507,193,1.9,15.7,0.51,958.7,,0,-99,-99,-99,16.2,,14.5,
C0O960,2020/4/14 06:00,112,80,1.9,15.1,0.77,1004,,0,-99,-99,-99,16,,14.4,
C0H950,2020/4/14 06:00,192,0,0,11.7,0.98,995.8,,0,-99,-99,-99,12.1,,11.1,
C0SA60,2020/4/14 06:00,6,333,2,17,0.72,1018.6,,0,-99,-99,-99,18.3,,16.8,
C0A540,2020/4/14 06:00,401,0,0,9.1,0.97,972.1,,0,-99,-99,-99,9.1,,7.7,
C0C690,2020/4/14 06:00,242,166,2,14.5,0.54,989.6,,0,-99,-99,-99,14.5,,13.5,
C0V370,2020/4/14 06:00,74,0,0,12.7,0.96,1010,,0,-99,-99,-99,13.7,,12.3,
C0I110,2020/4/14 06:00,161,0,0,14.4,0.85,999.9,,0,-99,-99,-99,15.4,,14.1,
C0M750,2020/4/14 06:00,10,33,0.3,15.6,0.76,1016.3,,0,-99,-99,-99,17.1,,15,
C0R340,2020/4/14 06:00,230,24,1.9,16.2,0.75,991.2,,0,-99,-99,-99,16.7,,15.9,
C0R750,2020/4/14 06:00,551,44,10,14.5,0.82,954.6,,0,15.5,47,,15.2,,14.2,
C0SA90,2020/4/14 06:00,497,45,1.1,14.6,0.74,961.2,,0,-99,-99,-99,15.3,,14.4,
C0U970,2020/4/14 06:00,7,0,0,13.5,0.71,1020.5,,0,-99,-99,-99,14.3,,13.2,
C0X300,2020/4/14 06:00,70,69,0.7,13,0.92,1009.2,,0,-99,-99,-99,13.7,,12.6,
C0R480,2020/4/14 06:00,57,19,1.1,16.1,0.79,1010.4,,0,-99,-99,-99,17.9,,16.1,
C0A9E0,2020/4/14 06:00,26,138,0.9,16,0.57,1017.1,,0,-99,-99,-99,16,,14.8,
C0R590,2020/4/14 06:00,72,360,2.3,15.7,0.9,1009.3,,0,-99,-99,-99,17.2,,15.7,
C0G820,2020/4/14 06:00,29,113,0.4,13.9,0.9,1013.6,,0,-99,-99,-99,14.7,,13.4,
C0U600,2020/4/14 06:00,10,242,0.6,13.3,0.84,1018.4,,0,-99,-99,-99,14.5,,13.3,
C0U910,2020/4/14 06:00,17,0,0.1,14.3,0.74,1018.1,,0,-99,-99,-99,14.5,,13.8,
C0V630,2020/4/14 06:00,19,81,0.7,17.2,0.7,1015.3,,0,-99,-99,-99,17.8,,16.3,
C0D650,2020/4/14 06:00,97,80,1.9,15.5,0.58,1006.4,,0,-99,-99,-99,16.1,,14.9,
C0K510,2020/4/14 06:00,10,112,0.4,15.1,0.72,1015.6,,0,-99,-99,-99,15.7,,13.5,
C0V360,2020/4/14 06:00,94,0,0,10.9,0.96,1006.7,,0,-99,-99,-99,12.4,,10.8,
C0M780,2020/4/14 06:00,30,0,0,14.4,0.83,1014.4,,0,-99,-99,-99,15.8,,14.2,
C0K530,2020/4/14 06:00,12,129,1.7,15.5,0.7,1016,,0,-99,-99,-99,15.9,,14.8,
C0V750,2020/4/14 06:00,50,75,1,17.7,0.68,1013.1,,0,-99,-99,-99,18,,16.8,
C0T790,2020/4/14 06:00,2830,321,0.5,4.1,0.06,725.1,,0,-99,-99,-99,5.1,,2.8,
C0S730,2020/4/14 06:00,110,49,7,18.7,0.57,1006.4,,0,14.9,36,,19.3,,18.7,
C0F0D0,2020/4/14 06:00,3171,150,2.8,3.4,0.06,695.7,,0,-99,-99,-99,4.7,,1.6,
C0F9X0,2020/4/14 06:00,166,155,1,15.5,0.72,-99,,0,-99,-99,-99,16.9,,15.2,
C0F9Q0,2020/4/14 06:00,149,120,1.9,14.2,0.74,998.4,,0,-99,-99,-99,15.2,,14.1,
C0E780,2020/4/14 06:00,160,123,0.9,13.9,0.63,998.7,,0,-99,-99,-99,13.9,,12.6,
C0SA80,2020/4/14 06:00,136,227,0.6,15.5,0.83,1003.9,,0,-99,-99,-99,15.8,,14.7,
C0T960,2020/4/14 06:00,120,0,0,13.1,1,1006.4,,0,-99,-99,-99,14.8,,13.1,
C0X320,2020/4/14 06:00,30,128,1.7,14.8,0.78,1013.4,,0,-99,-99,-99,14.9,,13,
C0UA50,2020/4/14 06:00,808,156,1.4,10.3,0.78,927.7,,0,-99,-99,-99,10.6,,7.7,
C0U860,2020/4/14 06:00,5,270,1,13.3,0.82,1019.9,,0,-99,-99,-99,13.5,,13,
C0D480,2020/4/14 06:00,223,0,0,11.2,0.72,990.8,,0,-99,-99,-99,11.8,,10,
C0K291,2020/4/14 06:00,8,0,0,14.7,0.78,1017,,0,-99,-99,-99,15.2,,14.3,
C0X170,2020/4/14 06:00,50,55,0.7,14.7,0.82,1011.5,,0,-99,-99,-99,15.9,,14.4,
C0AH30,2020/4/14 06:00,755,360,2.7,11.8,0.86,933.2,,0,-99,-99,-99,12.3,,10.9,
C0R130,2020/4/14 06:00,1040,87,2.8,11.6,0.71,899.4,,0,-99,-99,-99,12.1,,10.8,
C0M790,2020/4/14 06:00,15,45,0.4,15.3,0.74,1014.7,,0,-99,-99,-99,15.6,,14.5,
C0C590,2020/4/14 06:00,72,60,1.1,15.4,0.59,1009.2,,0,-99,-99,-99,15.4,,14.3,
C0V660,2020/4/14 06:00,25,114,1.3,17.1,0.65,1015.1,,0,-99,-99,-99,17.8,,17.1,
C0F9R0,2020/4/14 06:00,20,0,0,15.6,0.74,1015.9,,0,-99,-99,-99,16.6,,15.3,
C0W130,2020/4/14 06:00,18,23,4.3,20.1,0.58,1013.8,,0,10.6,27,,20.5,,20,
C0C700,2020/4/14 06:00,151,87,2.9,15.7,0.55,1000.9,,0,-99,-99,-99,15.8,,14.7,
C0R740,2020/4/14 06:00,58,96,3.1,19.3,0.56,1011.6,,0,9.8,83,,20,,19.2,
C0R100,2020/4/14 06:00,1006,281,0.8,9.5,0.93,905.6,,0,-99,-99,-99,10.3,,9.4,
C0X120,2020/4/14 06:00,28,128,1.9,16.4,0.75,1015.5,,0,-99,-99,-99,17.3,,16.1,
C0R670,2020/4/14 06:00,26,66,3.2,19.9,0.55,1015.7,,0,9.2,77,,20.5,,19.7,
C0W110,2020/4/14 06:00,16,15,5.7,14.7,0.72,1018.2,,0,-99,-99,-99,15.2,,14.6,
CM0130,2020/4/14 06:00,11,96,1.5,17.2,0.65,1016.9,,0,-99,-99,-99,17.6,,17,
C0AC70,2020/4/14 06:00,71,83,0.7,16.2,0.55,1010.9,,0,-99,-99,-99,16.2,,14.6,
CM0100,2020/4/14 06:00,25,142,1,13.1,0.6,1014.7,,0,-99,-99,-99,15.8,,12.9,
C0X050,2020/4/14 06:00,25,108,0.8,13.7,0.94,1013.5,,0,-99,-99,-99,14.8,,13.5,
C0K580,2020/4/14 06:00,26,0,0.2,13.5,0.99,1015.9,,0,-99,-99,-99,14.5,,13.5,
C0G650,2020/4/14 06:00,34,125,0.9,14.7,0.97,1013.5,,0,-99,-99,-99,15.6,,14.7,
C0T9B0,2020/4/14 06:00,558,276,2,12.1,0.75,956.9,,0,-99,-99,-99,12.8,,11.4,
C0E850,2020/4/14 06:00,104,0,0,10.3,0.94,1004.8,,0,-99,-99,-99,12,,10.3,
C0S990,2020/4/14 06:00,409,9,3.9,15.9,0.69,972.6,,0,-99,-99,-99,16.3,,15.6,
C0X240,2020/4/14 06:00,394,164,0.8,13.3,0.84,972.9,,0,-99,-99,-99,14.2,,12.5,
C0I090,2020/4/14 06:00,910,163,0.5,12,0.73,915.4,,0,-99,-99,-99,13,,11.5,
C0I490,2020/4/14 06:00,1601,253,2.5,6.6,0.58,842.8,,0,-99,-99,-99,8.3,,6.4,
C0Z050,2020/4/14 06:00,830,0,0,10.7,0.85,927.8,,0,-99,-99,-99,11.5,,10.5,
C0X150,2020/4/14 06:00,18,146,1.5,16.4,0.76,1017.2,,0,-99,-99,-99,17.3,,16.1,
C0R690,2020/4/14 06:00,248,27,1.5,18,0.73,988.7,,0,-99,-99,-99,18.9,,17.9,
C0U720,2020/4/14 06:00,1260,278,0.8,6.2,1,890.2,,0,-99,-99,-99,8,,6.2,
C0W140,2020/4/14 06:00,21,340,2,15.5,0.59,1018.1,,0,-99,-99,-99,17,,15.5,
C0G660,2020/4/14 06:00,27,127,1.3,14.2,0.86,1015.3,,0,-99,-99,-99,16.5,,14.1,
C0R810,2020/4/14 06:00,25,39,1.9,20.3,0.51,1015.1,,0,-99,-99,-99,21,,19.3,
C0E750,2020/4/14 06:00,62,67,0.7,13,0.77,1009.7,,0,-99,-99,-99,13.8,,12.9,
C0U520,2020/4/14 06:00,517,237,1.2,9.3,0.99,963.1,,0,-99,-99,-99,10,,8.4,
C0T9G0,2020/4/14 06:00,605,28,0.7,12.1,1,952.9,,0,-99,-99,-99,12.5,,11.5,
C0S700,2020/4/14 06:00,507,189,0.9,12.5,0.82,962.7,,0,-99,-99,-99,12.6,,11.7,
C0Z310,2020/4/14 06:00,59,360,1.1,15.9,0.72,1014.1,,0,-99,-99,-99,15.9,,15.2,
C0E610,2020/4/14 06:00,850,0,0,12.7,0.53,921.8,,0,-99,-99,-99,14.2,,12.7,
C0R280,2020/4/14 06:00,242,58,2,17.4,0.75,990.5,,0,-99,-99,-99,18.4,,17.3,
C0V450,2020/4/14 06:00,51,32,0.8,15.9,0.68,1011.6,,0,-99,-99,-99,17.7,,15.6,
C0M720,2020/4/14 06:00,225,110,1.3,15.9,0.63,991.4,,0,-99,-99,-99,17,,15.6,
C0AD10,2020/4/14 06:00,27,115,4.6,17.6,0.47,1015.1,,0,-99,-99,-99,17.6,,16.6,
C0Z180,2020/4/14 06:00,34,0,0,15.2,0.74,1016.4,,0,-99,-99,-99,16.8,,15.2,
C0K420,2020/4/14 06:00,42,151,0.8,14.8,0.77,1012.4,,0,-99,-99,-99,15.7,,14,
C0D540,2020/4/14 06:00,227,71,0.5,10.7,0.72,992.3,,0,-99,-99,-99,11.7,,10.7,
C0E590,2020/4/14 06:00,40,141,0.7,11.5,0.93,1011.7,,0,-99,-99,-99,12.2,,11.5,
C0Z330,2020/4/14 06:00,488,0,0,13.4,0.7,966,,0,-99,-99,-99,13.4,,12.7,
C0R580,2020/4/14 06:00,10,12,0.9,16.8,0.85,1016.5,,0,-99,-99,-99,19.2,,16.3,
C0S810,2020/4/14 06:00,65,11,1.2,16.6,0.73,1014.9,,0,-99,-99,-99,17.6,,16.5,
C0V820,2020/4/14 06:00,441,41,2,14,0.7,969.6,,0,-99,-99,-99,15.1,,13.7,
C0K490,2020/4/14 06:00,91,107,0.6,14.2,0.77,1006.7,,0,-99,-99,-99,15.8,,13.8,
C0SA20,2020/4/14 06:00,857,340,2.1,11.2,0.85,922.3,,0,-99,-99,-99,11.6,,10.9,
CM0140,2020/4/14 06:00,26,25,0.8,19.2,0.51,1017.4,,0,-99,-99,-99,19.6,,19.2,
C0AC80,2020/4/14 06:00,40,81,1.9,12.1,0.81,1014.5,,0,-99,-99,-99,12.2,,11,
C0M810,2020/4/14 06:00,1354,182,0.5,8.9,0.82,867.6,,0,-99,-99,-99,9.3,,7,
C0I360,2020/4/14 06:00,300,102,0.8,13.6,0.67,982.7,,0,-99,-99,-99,14.3,,12.8,
C0C620,2020/4/14 06:00,19,88,1.6,18.8,0.6,1015.1,,0,-99,-99,-99,18.8,,16,
C0M850,2020/4/14 06:00,695,0,0,12.5,0.72,938.1,,0,-99,-99,-99,13.9,,11.9,
C0UA20,2020/4/14 06:00,2619,203,2.6,4.1,0.09,-99,,0,-99,-99,-99,4.6,,1.8,
C0F9V0,2020/4/14 06:00,525,179,2.6,14.4,0.61,958.1,,0,-99,-99,-99,15,,13.4,
C0T900,2020/4/14 06:00,160,269,0.7,14,0.73,1000.4,,0,-99,-99,-99,14.3,,13,
C0K440,2020/4/14 06:00,35,98,1.3,15.3,0.75,1013.4,,0,-99,-99,-99,15.7,,13.7,
C0Z250,2020/4/14 06:00,1124,0,0.1,8.4,0.99,893.5,,0,-99,-99,-99,8.7,,7.8,
C0G860,2020/4/14 06:00,45,127,1,17.1,0.54,1011.1,,0,-99,-99,-99,18.7,,16.1,
C0V790,2020/4/14 06:00,410,36,2.8,14.8,0.61,970,,0,-99,-99,-99,15.7,,14.4,
C0V740,2020/4/14 06:00,60,325,2.2,14.8,0.83,1012.2,,0,-99,-99,-99,16.3,,14.8,
C0Z200,2020/4/14 06:00,153,0,0.1,13.3,0.99,1003.8,,0,-99,-99,-99,14.7,,13.3,
C0K520,2020/4/14 06:00,10,129,1.6,15.2,0.74,1015.4,,0,-99,-99,-99,16.2,,14.1,
C0X250,2020/4/14 06:00,33,31,0.7,-99,0.75,1013.7,,0,-99,-99,-99,-999,,-999,
C0S940,2020/4/14 06:00,150,336,1.2,17,0.61,1002.3,,0,-99,-99,-99,17.2,,16.6,
CM0110,2020/4/14 06:00,7,125,0.3,15.5,0.71,1016.9,,-99,-99,-99,-99,16.1,,15.5,
C0A970,2020/4/14 06:00,96,69,1.9,16.2,0.63,1009.5,,0,-99,-99,-99,16.5,,15.3,
C0M700,2020/4/14 06:00,150,74,1.1,15.2,0.73,1000.8,,0,-99,-99,-99,15.5,,14.1,
C0U990,2020/4/14 06:00,31,236,1.7,14,0.63,1017.4,,0,-99,-99,-99,14.4,,13.2,
C0D590,2020/4/14 06:00,143,55,1.1,13.6,0.68,1001.9,,0,-99,-99,-99,14.6,,13.1,
C0S790,2020/4/14 06:00,236,323,0.8,15.6,0.72,994,,0,-99,-99,-99,15.9,,14.8,
C0A570,2020/4/14 06:00,360,81,0.3,8.5,0.98,978.3,,0,-99,-99,-99,8.5,,7.8,
C0M800,2020/4/14 06:00,440,0,0,12.6,0.8,968.2,,0,-99,-99,-99,13.6,,12.3,
C0E870,2020/4/14 06:00,34,0,0.2,11.7,0.94,1015.5,,0,-99,-99,-99,12.8,,11.7,
C0V490,2020/4/14 06:00,20,14,1.2,19.5,0.51,1015.6,,0,-99,-99,-99,19.9,,19.4,
C0M710,2020/4/14 06:00,15,0,0,15.5,0.78,1016.1,,0,-99,-99,-99,16.8,,14.6,
C0D570,2020/4/14 06:00,15,0,0,10.8,0.84,1016,,0,-99,-99,-99,13.6,,10.8,
C0S910,2020/4/14 06:00,212,83,1,18.9,0.69,995.9,,0,7,204,,19.4,,18.9,
C0M650,2020/4/14 06:00,20,39,0.8,14.9,0.8,1015.7,,0,-99,-99,-99,15.2,,14.2,
C0K280,2020/4/14 06:00,23,85,0.6,13.1,0.9,1017.1,,0,-99,-99,-99,14.2,,12.8,
C0X310,2020/4/14 06:00,9,122,1.7,16.1,0.75,1017.1,,0,-99,-99,-99,16.5,,15.7,
C0A9C0,2020/4/14 06:00,35,130,1.2,17,0.57,1015.8,,0,-99,-99,-99,17.1,,14.1,
C0V810,2020/4/14 06:00,32,0,0,18.8,0.57,1012.9,,0,-99,-99,-99,18.9,,18.4,
C0E730,2020/4/14 06:00,26,136,0.8,13.6,0.67,1013,,0,-99,-99,-99,14.8,,13.6,
C0V770,2020/4/14 06:00,26,18,0.9,16.6,0.68,1014.7,,0,-99,-99,-99,17.8,,16.4,
C0UA10,2020/4/14 06:00,1711,339,0.5,3.1,0.69,833.5,,0,-99,-99,-99,4.2,,2.5,
C0R660,2020/4/14 06:00,20,58,2.4,19.3,0.56,1015.8,,0,-99,-99,-99,19.9,,17.9,
C0M640,2020/4/14 06:00,155,110,0.9,17.2,0.56,999.3,,0,-99,-99,-99,18,,16.7,
C0S660,2020/4/14 06:00,794,224,0.5,11.3,0.91,931.5,,0,-99,-99,-99,12.3,,11.1,
C0G900,2020/4/14 06:00,20,91,1,16.2,0.77,1014.1,,0,-99,-99,-99,17.8,,15.9,
C0AD40,2020/4/14 06:00,32,33,2,14.9,0.58,1014.7,,0,-99,-99,-99,15.1,,14.4,
C0UA00,2020/4/14 06:00,392,203,0.5,9.6,0.8,976.2,,0,-99,-99,-99,11.3,,9.6,
C0I080,2020/4/14 06:00,536,0,0,11.5,0.81,959.6,,0,-99,-99,-99,12.2,,11,
C0UA30,2020/4/14 06:00,1397,236,1.1,5.4,0.53,863.5,,0,-99,-99,-99,7.3,,5.1,
C0Z270,2020/4/14 06:00,343,238,2.5,13.1,0.77,981.2,,0,-99,-99,-99,14.5,,12.6,
C0G750,2020/4/14 06:00,31,89,0.6,14.9,0.76,1014.6,,-99,-99,-99,-99,15.6,,14.1,
C0A550,2020/4/14 06:00,422,0,0,6.8,1,971.6,,0,-99,-99,-99,7,,6.1,
C0G830,2020/4/14 06:00,27,101,0.9,14.4,1,-99,,0,-99,-99,-99,15.2,,13.5,
C0E810,2020/4/14 06:00,53,180,0.8,11,0.94,1011.6,,0,-99,-99,-99,11.9,,11,
C0R640,2020/4/14 06:00,21,54,1.8,17.6,0.79,1015.2,,0,-99,-99,-99,19.2,,17.6,
C0D580,2020/4/14 06:00,120,0,0,10.4,0.91,1003.5,,0,-99,-99,-99,12.6,,10.4,
C0M660,2020/4/14 06:00,40,82,1.2,14.3,0.85,1013.5,,0,-99,-99,-99,15.4,,14,
